,SO2,CO,O3,PM10,PM25,NO2,pr
439,1.0,0.8,12.0,36.0,23.0,7.6,
440,1.4,0.69,13.0,36.0,25.0,7.6,
441,1.5,0.59,15.0,34.0,24.0,11.1,
442,1.4,0.54,16.0,32.0,23.0,16.6,
443,1.4,0.54,16.0,32.0,23.0,16.6,
444,1.4,0.54,16.0,32.0,23.0,16.6,
445,1.4,0.54,16.0,32.0,23.0,16.6,
446,1.5,0.4,34.0,40.0,25.0,18.2,
447,1.6,0.39,43.0,42.0,25.0,16.7,
448,1.9,0.41,55.0,48.0,26.0,14.8,
449,1.4,0.44,63.0,50.0,27.0,13.8,
450,1.4,0.44,68.0,50.0,27.0,14.4,
451,1.0,0.43,72.0,51.0,26.0,15.4,
452,1.3,0.46,71.0,51.0,26.0,21.7,
453,1.8,0.54,66.0,53.0,25.0,26.9,
454,1.8,0.64,61.0,56.0,24.0,19.3,
455,1.2,0.6,53.0,58.0,25.0,12.1,
456,1.1,0.6,42.0,56.0,25.0,11.7,
457,0.9,0.63,35.0,54.0,27.0,10.1,
458,1.1,0.65,29.0,52.0,27.0,11.1,
459,0.9,0.7,25.0,48.0,27.0,10.2,
460,0.7,0.7,24.0,46.0,26.0,10.5,
461,0.9,0.68,25.0,46.0,25.0,8.5,
462,0.8,0.6,25.0,44.0,26.0,6.7,
463,0.6,0.65,25.0,43.0,26.0,8.4,
464,0.7,0.67,25.0,40.0,26.0,7.9,
465,0.7,0.69,25.0,39.0,26.0,10.8,
466,2.4,0.74,25.0,37.0,24.0,23.3,
467,2.6,0.81,26.0,38.0,25.0,37.6,
468,1.8,0.89,30.0,41.0,27.0,32.0,
469,1.6,0.9,35.0,43.0,28.0,22.9,
470,1.1,0.89,40.0,46.0,28.0,13.9,
471,1.4,0.91,44.0,44.0,27.0,15.5,
472,1.3,0.93,47.0,46.0,25.0,15.6,
473,1.4,0.93,49.0,46.0,23.0,17.2,
474,1.5,0.88,51.0,46.0,22.0,18.7,
475,1.0,0.8,50.0,46.0,21.0,18.9,
476,0.9,0.76,46.0,46.0,21.0,24.7,
477,1.4,0.8,40.0,45.0,21.0,30.8,
478,1.1,0.83,34.0,47.0,22.0,20.4,
479,1.1,0.83,29.0,50.0,23.0,18.0,
480,1.4,0.84,26.0,48.0,22.0,14.7,
481,1.3,0.86,22.0,48.0,23.0,21.5,
482,1.0,0.88,19.0,45.0,22.0,13.9,
483,1.2,0.86,17.0,42.0,23.0,11.5,
484,2.1,0.81,16.0,40.0,22.0,11.0,
485,2.3,0.74,16.0,37.0,21.0,12.3,
486,2.5,0.7,15.0,34.0,20.0,9.8,
487,2.9,0.69,14.0,32.0,18.0,10.3,
488,2.5,0.65,14.0,30.0,17.0,11.0,
489,2.6,0.6,15.0,27.0,16.0,13.2,
490,2.2,0.52,15.0,24.0,15.0,15.4,
491,2.2,0.5,16.0,23.0,14.0,13.8,
492,2.1,0.47,18.0,22.0,13.0,12.6,
493,2.1,0.47,18.0,22.0,13.0,12.6,
494,2.2,0.46,20.0,22.0,12.0,12.6,
495,1.9,0.47,22.0,21.0,11.0,12.6,
496,2.0,0.47,26.0,20.0,10.0,10.8,
497,2.2,0.5,28.0,19.0,10.0,12.0,
498,2.4,0.54,31.0,20.0,11.0,16.0,
499,2.4,0.64,33.0,22.0,12.0,15.6,
500,2.1,0.7,35.0,25.0,13.0,11.1,
501,2.4,0.81,35.0,26.0,14.0,24.8,
