,SO2,PM10,PM25,NO2,pr
4242,2.4,50.0,24.0,7.2,
4243,2.6,49.0,24.0,7.5,
4244,3.0,49.0,24.0,15.5,
4245,3.4,48.0,23.0,21.3,
4246,4.0,48.0,23.0,21.5,
4247,4.6,50.0,24.0,11.8,
4248,8.9,50.0,23.0,15.2,
4249,9.4,46.0,23.0,16.3,
4250,8.7,43.0,22.0,14.5,
4251,6.0,42.0,23.0,7.3,
4252,13.4,43.0,25.0,18.8,
4253,9.7,44.0,26.0,17.1,
4254,5.5,48.0,26.0,11.4,
4255,4.0,48.0,25.0,13.1,
4256,3.5,48.0,25.0,11.0,
4257,3.4,52.0,24.0,11.2,
4258,3.3,52.0,23.0,10.3,
4259,3.3,54.0,23.0,8.7,
4260,3.5,55.0,24.0,17.1,
4261,3.9,58.0,26.0,18.2,
4262,4.0,61.0,29.0,14.6,
4263,3.9,65.0,31.0,11.2,
4264,3.8,68.0,34.0,11.3,
4265,3.4,69.0,35.0,8.3,
4266,3.9,70.0,34.0,11.6,
4267,3.5,78.0,41.0,13.4,
4268,4.5,80.0,42.0,19.2,
4269,8.3,80.0,42.0,17.6,
4270,4.7,80.0,43.0,12.9,
4271,3.9,72.0,36.0,8.7,
4272,4.7,69.0,33.0,9.6,
4273,4.2,64.0,29.0,7.2,
4274,3.6,58.0,27.0,5.5,
4275,4.7,54.0,25.0,7.8,
4276,5.0,54.0,25.0,8.8,
4277,4.6,55.0,26.0,9.6,
4278,4.0,56.0,27.0,10.7,
4279,3.6,54.0,24.0,17.4,
4280,5.0,52.0,23.0,17.9,
4281,5.5,52.0,22.0,22.4,
4282,4.4,52.0,22.0,28.3,
4283,4.2,54.0,22.0,22.3,
4284,4.7,54.0,23.0,17.3,
4285,6.6,55.0,25.0,13.6,
4286,6.2,56.0,28.0,16.2,
4287,5.7,60.0,30.0,8.6,
4288,8.7,62.0,32.0,7.7,
4289,6.3,62.0,32.0,7.7,
4290,3.3,63.0,31.0,5.9,
4291,3.5,62.0,29.0,8.2,
4292,4.2,60.0,27.0,13.6,
4293,5.0,58.0,26.0,16.6,
4294,4.7,56.0,26.0,13.5,
4295,4.9,55.0,25.0,12.1,
4296,4.9,54.0,23.0,12.6,
4297,6.5,54.0,22.0,12.8,
4298,4.7,60.0,24.0,8.2,
4299,4.0,59.0,24.0,4.9,
4300,4.0,58.0,24.0,6.6,
4301,3.6,58.0,24.0,6.7,
4302,3.4,52.0,21.0,6.8,
4303,3.3,52.0,20.0,7.9,
4304,4.4,54.0,21.0,9.3,
4305,4.6,54.0,20.0,11.3,
4306,4.5,56.0,22.0,13.5,
4307,7.3,57.0,23.0,17.0,
4308,8.2,59.0,25.0,22.7,
4309,5.2,62.0,27.0,17.4,
4310,3.9,63.0,27.0,11.5,
4311,3.8,65.0,28.0,10.9,
4312,4.5,68.0,27.0,8.3,
4313,4.5,68.0,27.0,8.3,
4314,4.5,68.0,27.0,8.3,
4315,8.3,72.0,32.0,11.2,
4316,7.2,73.0,34.0,15.5,
4317,8.1,72.0,35.0,15.3,
4318,4.6,70.0,32.0,7.9,
4319,4.1,66.0,27.0,6.8,
4320,3.8,64.0,23.0,6.1,
4321,3.5,62.0,20.0,4.6,
4322,3.8,56.0,18.0,4.6,
4323,3.9,52.0,17.0,4.5,
4324,3.6,47.0,17.0,5.6,
4325,3.3,43.0,16.0,4.7,
4326,3.6,42.0,14.0,9.8,
4327,3.6,42.0,13.0,12.9,
4328,4.1,42.0,11.0,16.0,
4329,4.1,42.0,10.0,15.2,
4330,3.6,41.0,10.0,14.9,
4331,3.6,41.0,10.0,14.9,
4332,3.6,41.0,10.0,14.9,
4333,3.6,41.0,10.0,14.9,
4334,3.6,41.0,10.0,14.9,
4335,3.6,41.0,10.0,14.9,
4336,3.6,41.0,10.0,14.9,
4337,3.6,41.0,10.0,14.9,
4338,6.3,34.0,9.0,6.3,
4339,7.2,34.0,9.0,7.6,
4340,12.6,36.0,9.0,10.0,
4341,6.2,38.0,10.0,12.1,
4342,4.7,40.0,10.0,13.6,
4343,4.9,41.0,10.0,10.7,
4344,4.9,42.0,11.0,10.7,
4345,8.3,46.0,13.0,8.3,
4346,1.9,48.0,17.0,6.0,
4347,2.4,51.0,19.0,4.4,
4348,1.9,52.0,19.0,4.4,
4349,2.2,52.0,21.0,5.5,
4350,1.2,54.0,21.0,6.7,
4351,0.8,57.0,23.0,10.2,
4352,0.9,62.0,26.0,9.6,
4353,0.9,64.0,27.0,7.9,
4354,0.9,64.0,27.0,8.7,
4355,1.2,63.0,26.0,10.0,
4356,4.5,60.0,24.0,10.9,
4357,7.1,58.0,24.0,10.2,
4358,0.4,58.0,24.0,8.6,
4359,0.4,59.0,24.0,10.2,
4360,0.4,58.0,24.0,9.6,
4361,0.4,56.0,22.0,7.6,
4362,1.8,51.0,20.0,7.5,
4363,2.2,51.0,21.0,7.8,
4364,5.7,52.0,22.0,9.3,
4365,7.0,54.0,24.0,10.0,
4366,4.1,60.0,25.0,7.1,
4367,3.3,60.0,22.0,7.1,
4368,3.8,58.0,21.0,5.7,
4369,4.4,56.0,18.0,5.2,
4370,4.4,56.0,18.0,5.2,
4371,2.4,51.0,17.0,1.7,
4372,2.4,51.0,17.0,1.7,
4373,2.6,48.0,14.0,1.9,
4374,2.6,48.0,14.0,1.9,
4375,2.4,44.0,11.0,2.5,
4376,3.3,44.0,11.0,6.6,
4377,4.2,46.0,11.0,5.4,
4378,2.8,54.0,17.0,5.5,
4379,2.5,54.0,17.0,6.8,
4380,4.6,54.0,17.0,9.7,
4381,3.1,52.0,17.0,10.4,
4382,3.0,45.0,13.0,7.9,
4383,3.0,45.0,13.0,7.9,
4384,1.7,43.0,13.0,3.5,
4385,1.7,43.0,13.0,3.5,
4386,2.3,44.0,13.0,3.5,
4387,1.2,44.0,13.0,5.7,
4388,1.2,44.0,13.0,6.7,
4389,1.5,46.0,13.0,7.1,
4390,1.4,46.0,12.0,5.6,
4391,1.2,42.0,9.0,4.7,
4392,1.3,40.0,8.0,5.0,
4393,1.7,34.0,6.0,4.9,
4394,1.7,34.0,6.0,4.9,
4395,1.8,32.0,5.0,4.9,
4396,1.8,32.0,6.0,5.4,
4397,1.7,33.0,8.0,5.5,
4398,1.7,33.0,8.0,5.9,
4399,1.7,36.0,8.0,6.5,
4400,1.8,40.0,9.0,7.0,
4401,2.2,42.0,12.0,6.1,
4402,1.7,48.0,16.0,5.9,
4403,1.4,52.0,20.0,7.6,
4404,1.3,55.0,22.0,7.8,
4405,1.0,59.0,24.0,5.7,
4406,1.2,60.0,25.0,4.5,
4407,0.8,60.0,25.0,3.4,
4408,1.0,60.0,26.0,3.5,
4409,0.8,62.0,28.0,4.9,
4410,1.0,65.0,31.0,5.5,
4411,1.3,67.0,34.0,5.2,
4412,1.5,66.0,34.0,8.4,
4413,1.7,63.0,32.0,12.9,
4414,1.7,61.0,29.0,11.5,
4415,2.4,57.0,26.0,11.4,
4416,2.4,57.0,24.0,8.7,
4417,2.8,58.0,24.0,8.8,
4418,2.5,56.0,22.0,8.6,
4419,2.5,56.0,22.0,8.9,
4420,2.5,56.0,22.0,9.2,
4421,2.6,55.0,22.0,13.3,
4422,2.9,56.0,22.0,16.6,
4423,2.6,56.0,22.0,17.4,
4424,2.5,58.0,22.0,19.5,
4425,2.6,58.0,23.0,15.0,
4426,2.2,56.0,23.0,14.9,
4427,1.8,55.0,22.0,14.9,
4428,1.5,54.0,21.0,9.7,
4429,1.4,52.0,20.0,9.8,
4430,1.2,51.0,19.0,9.3,
4431,0.8,52.0,20.0,9.6,
4432,0.9,50.0,20.0,9.2,
4433,0.9,52.0,21.0,9.2,
4434,0.8,53.0,21.0,9.8,
4435,0.7,54.0,22.0,9.9,
4436,1.0,53.0,21.0,13.4,
4437,1.2,51.0,20.0,14.7,
4438,1.3,49.0,17.0,12.6,
4439,1.5,43.0,13.0,10.9,
4440,1.5,41.0,11.0,10.9,
4441,2.9,38.0,13.0,9.2,
4442,3.1,38.0,14.0,9.2,
4443,3.1,38.0,15.0,8.2,
4444,3.5,38.0,16.0,10.3,
4445,3.5,38.0,16.0,10.7,
4446,3.5,38.0,17.0,12.6,
4447,3.1,38.0,18.0,14.6,
4448,3.3,38.0,21.0,12.9,
4449,3.3,38.0,21.0,12.4,
4450,3.3,38.0,21.0,11.2,
4451,3.5,38.0,20.0,13.3,
4452,3.5,51.0,21.0,13.9,
4453,3.6,48.0,20.0,15.3,
4454,3.5,49.0,21.0,10.4,
4455,3.0,48.0,22.0,9.7,
4456,3.5,46.0,20.0,11.8,
4457,3.5,46.0,20.0,10.8,
4458,3.1,44.0,19.0,15.3,
4459,3.1,44.0,17.0,19.4,
4460,3.6,44.0,17.0,19.7,
4461,4.0,43.0,16.0,21.6,
4462,4.9,44.0,17.0,18.4,
4463,5.1,44.0,18.0,13.0,
4464,3.3,44.0,18.0,11.9,
4465,3.3,45.0,20.0,11.9,
4466,3.3,45.0,20.0,10.0,
4467,3.6,46.0,20.0,8.4,
4468,3.1,49.0,21.0,7.6,
4469,2.8,50.0,21.0,3.5,
4470,2.5,50.0,21.0,5.7,
4471,2.4,50.0,21.0,9.3,
4472,2.8,50.0,20.0,11.6,
4473,3.3,52.0,20.0,13.5,
4474,3.1,55.0,21.0,7.3,
4475,3.0,56.0,23.0,12.1,
4476,3.4,58.0,24.0,17.3,
4477,3.5,60.0,26.0,17.7,
4478,3.3,60.0,27.0,18.7,
4479,2.5,62.0,28.0,21.3,
4480,3.0,66.0,30.0,19.4,
4481,3.4,67.0,32.0,11.2,
4482,3.4,72.0,36.0,8.6,
4483,3.5,77.0,39.0,11.3,
4484,4.2,80.0,41.0,10.7,
4485,4.5,81.0,41.0,19.0,
4486,5.4,86.0,43.0,7.2,
4487,5.4,92.0,44.0,7.2,
4488,8.7,96.0,45.0,14.7,
4489,9.3,99.0,46.0,11.5,
4490,14.4,96.0,45.0,17.0,
4491,23.1,90.0,43.0,27.4,
4492,14.1,85.0,41.0,19.4,
4493,9.4,86.0,40.0,15.2,
4494,9.2,82.0,40.0,15.7,
4495,13.1,81.0,38.0,22.4,
4496,8.7,80.0,37.0,21.1,
4497,4.9,78.0,36.0,15.8,
4498,4.2,78.0,35.0,18.7,
4499,4.1,78.0,35.0,19.7,
4500,4.6,80.0,36.0,17.3,
4501,6.6,79.0,36.0,17.6,
4502,8.6,79.0,38.0,19.3,
4503,9.9,82.0,43.0,16.5,
4504,8.8,85.0,45.0,13.7,
4505,9.9,87.0,48.0,12.9,
4506,6.2,92.0,50.0,14.2,
4507,9.6,92.0,50.0,14.6,
4508,5.1,95.0,51.0,16.0,
4509,5.0,101.0,50.0,15.6,
4510,6.7,102.0,49.0,14.2,
4511,5.7,104.0,48.0,11.3,
4512,5.7,97.0,45.0,11.3,
4513,6.8,88.0,42.0,11.3,
4514,7.8,84.0,41.0,10.2,
4515,7.2,80.0,40.0,11.6,
4516,7.3,82.0,40.0,11.6,
4517,6.6,82.0,41.0,11.9,
4518,6.6,84.0,43.0,13.1,
4519,7.6,85.0,45.0,26.4,
4520,6.7,88.0,47.0,23.2,
4521,7.8,94.0,51.0,17.7,
4522,8.1,98.0,52.0,19.3,
4523,6.8,100.0,52.0,20.8,
4524,6.6,100.0,52.0,19.7,
4525,7.5,96.0,50.0,22.7,
4526,6.1,97.0,52.0,19.2,
4527,5.9,103.0,59.0,23.4,
4528,5.7,113.0,67.0,19.8,
4529,4.9,122.0,74.0,21.0,
4530,4.5,128.0,78.0,20.9,
4531,3.9,130.0,79.0,18.9,
4532,4.5,133.0,78.0,20.9,
4533,6.3,134.0,78.0,21.5,
4534,6.7,137.0,77.0,20.2,
4535,7.7,136.0,74.0,16.0,
4536,8.2,129.0,70.0,13.3,
4537,7.9,123.0,67.0,9.4,
4538,8.4,116.0,61.0,9.2,
4539,16.0,108.0,57.0,19.8,
4540,14.0,106.0,54.0,20.5,
4541,9.6,104.0,52.0,14.5,
4542,5.6,101.0,51.0,8.8,
4543,4.6,95.0,46.0,9.1,
4544,4.7,90.0,42.0,11.3,
4545,5.0,84.0,39.0,13.4,
4546,4.7,78.0,36.0,16.3,
4547,4.7,78.0,36.0,22.6,
4548,4.6,79.0,36.0,22.9,
4549,4.6,81.0,38.0,21.1,
4550,5.0,79.0,38.0,20.8,
4551,6.6,78.0,38.0,26.9,
4552,4.9,76.0,40.0,23.0,
4553,4.1,75.0,39.0,21.0,
4554,5.0,76.0,38.0,26.2,
4555,4.6,80.0,40.0,22.9,
4556,5.0,82.0,40.0,24.0,
4557,5.7,84.0,41.0,18.6,
4558,4.7,88.0,43.0,16.8,
4559,4.7,88.0,44.0,15.3,
4560,6.1,90.0,45.0,14.6,
4561,12.1,95.0,46.0,16.3,
4562,12.9,100.0,48.0,18.8,
4563,20.5,107.0,51.0,22.4,
4564,19.2,112.0,53.0,16.3,
4565,11.8,108.0,51.0,15.3,
4566,6.5,104.0,49.0,9.6,
4567,5.5,95.0,46.0,9.6,
4568,4.5,90.0,43.0,10.7,
4569,4.9,90.0,42.0,17.7,
4570,4.4,88.0,40.0,21.1,
4571,4.6,85.0,37.0,16.3,
4572,4.6,78.0,35.0,13.3,
4573,5.7,70.0,32.0,17.1,
4574,5.4,64.0,30.0,11.4,
4575,4.7,60.0,29.0,9.9,
4576,3.6,58.0,27.0,13.5,
4577,3.5,60.0,27.0,12.3,
4578,3.4,60.0,27.0,8.4,
4579,3.8,60.0,25.0,7.7,
4580,4.2,60.0,25.0,13.0,
4581,4.6,60.0,25.0,12.9,
4582,5.5,59.0,25.0,10.8,
4583,6.0,58.0,24.0,9.3,
4584,7.7,58.0,24.0,8.7,
4585,7.9,59.0,23.0,8.2,
4586,7.1,58.0,23.0,7.0,
4587,6.2,59.0,24.0,5.6,
4588,5.4,60.0,24.0,5.6,
4589,5.2,58.0,24.0,7.0,
4590,4.7,56.0,23.0,5.9,
4591,3.5,53.0,21.0,8.9,
4592,3.9,50.0,19.0,10.9,
4593,4.6,48.0,18.0,11.2,
4594,5.4,48.0,17.0,9.3,
4595,4.7,48.0,16.0,9.1,
4596,4.7,48.0,15.0,8.2,
4597,4.4,44.0,14.0,7.3,
4598,4.7,42.0,14.0,7.3,
4599,4.2,40.0,14.0,6.5,
4600,5.0,39.0,14.0,5.9,
4601,4.4,40.0,14.0,5.0,
4602,5.4,42.0,14.0,6.1,
4603,4.4,47.0,17.0,6.6,
4604,5.5,48.0,16.0,9.2,
4605,5.6,48.0,16.0,12.3,
4606,5.7,46.0,16.0,13.1,
4607,4.4,42.0,13.0,10.0,
4608,5.0,44.0,14.0,7.1,
4609,4.6,46.0,15.0,6.2,
4610,4.7,44.0,15.0,5.4,
4611,3.5,44.0,14.0,3.1,
4612,5.9,45.0,14.0,10.0,
4613,4.4,41.0,13.0,8.2,
4614,3.5,42.0,12.0,6.1,
4615,3.6,41.0,11.0,12.6,
4616,3.8,40.0,11.0,15.0,
4617,3.6,42.0,11.0,16.1,
4618,4.0,42.0,11.0,18.3,
4619,4.1,42.0,11.0,17.7,
4620,4.1,42.0,11.0,15.8,
4621,4.4,38.0,10.0,13.0,
4622,4.0,38.0,11.0,11.4,
4623,3.6,36.0,10.0,6.6,
4624,3.3,36.0,11.0,5.2,
4625,3.4,38.0,12.0,5.0,
4626,3.3,39.0,13.0,5.4,
4627,3.1,41.0,14.0,5.2,
4628,3.4,42.0,13.0,7.7,
4629,3.5,41.0,13.0,9.4,
4630,3.8,42.0,13.0,10.9,
4631,3.9,40.0,14.0,10.0,
4632,3.9,41.0,13.0,9.6,
4633,4.2,42.0,15.0,10.7,
4634,4.4,43.0,17.0,8.8,
4635,4.4,44.0,18.0,10.7,
4636,4.2,46.0,19.0,10.3,
4637,4.1,46.0,19.0,9.2,
4638,4.7,46.0,18.0,12.4,
4639,4.9,49.0,20.0,15.2,
4640,5.6,52.0,21.0,19.9,
4641,5.5,55.0,23.0,20.5,
4642,5.1,59.0,28.0,19.2,
4643,5.6,59.0,29.0,19.2,
4644,5.2,59.0,29.0,16.7,
4645,5.5,58.0,29.0,18.3,
4646,5.5,57.0,28.0,17.1,
4647,5.4,58.0,27.0,14.4,
4648,4.9,57.0,28.0,13.6,
4649,4.9,57.0,29.0,16.0,
4650,4.7,59.0,31.0,13.0,
4651,4.1,58.0,30.0,14.0,
4652,4.5,58.0,30.0,18.1,
4653,5.5,60.0,31.0,17.6,
4654,6.6,58.0,29.0,20.2,
4655,6.0,60.0,31.0,21.0,
4656,5.0,60.0,31.0,17.2,
4657,4.4,61.0,30.0,12.4,
4658,6.3,62.0,33.0,15.5,
4659,5.4,62.0,39.0,12.8,
4660,5.4,62.0,39.0,11.2,
4661,5.2,62.0,40.0,13.7,
4662,4.0,64.0,37.0,13.0,
4663,4.0,64.0,33.0,13.5,
4664,4.1,64.0,31.0,16.7,
4665,4.1,64.0,31.0,16.7,
4666,4.1,64.0,31.0,16.7,
4667,4.1,64.0,30.0,18.2,
4668,4.5,66.0,31.0,21.3,
4669,4.9,66.0,32.0,22.6,
4670,5.5,69.0,32.0,26.0,
4671,7.6,69.0,32.0,22.4,
4672,5.5,71.0,34.0,22.1,
4673,4.6,74.0,37.0,23.6,
4674,4.4,76.0,40.0,16.6,
4675,4.0,77.0,39.0,14.0,
4676,4.5,76.0,38.0,22.5,
4677,5.5,78.0,38.0,24.0,
4678,6.7,84.0,40.0,21.3,
4679,13.0,88.0,43.0,25.0,
4680,19.7,95.0,46.0,25.3,
4681,11.8,96.0,45.0,17.4,
4682,7.5,90.0,42.0,10.2,
4683,4.4,82.0,38.0,8.3,
4684,4.4,76.0,34.0,7.7,
4685,3.9,70.0,30.0,8.2,
4686,4.9,66.0,27.0,10.5,
4687,4.5,64.0,27.0,12.4,
4688,4.4,64.0,28.0,15.6,
4689,3.8,64.0,28.0,14.5,
4690,4.1,62.0,27.0,15.3,
4691,5.5,62.0,26.0,20.7,
4692,5.0,62.0,26.0,21.3,
4693,5.2,63.0,28.0,23.9,
4694,5.4,68.0,30.0,22.0,
4695,4.5,68.0,31.0,20.4,
4696,4.2,66.0,31.0,22.4,
4697,4.5,67.0,32.0,20.4,
4698,4.0,66.0,32.0,22.4,
4699,4.1,67.0,33.0,20.9,
4700,4.5,68.0,33.0,22.7,
4701,5.5,73.0,34.0,23.9,
4702,5.6,78.0,36.0,19.8,
4703,5.7,88.0,40.0,23.1,
4704,5.9,98.0,44.0,19.5,
4705,8.3,108.0,47.0,16.6,
4706,11.8,110.0,49.0,18.9,
4707,9.3,108.0,48.0,16.7,
4708,10.7,106.0,47.0,17.9,
4709,13.0,102.0,47.0,22.0,
4710,9.7,101.0,48.0,17.9,
4711,10.7,100.0,50.0,20.8,
4712,8.4,100.0,51.0,17.6,
4713,4.5,98.0,46.0,12.0,
4714,7.7,95.0,46.0,16.5,
4715,6.3,96.0,48.0,25.0,
4716,4.2,104.0,53.0,23.0,
4717,6.2,110.0,58.0,18.3,
4718,5.0,117.0,63.0,14.7,
4719,4.5,120.0,66.0,12.0,
4720,5.9,119.0,67.0,11.5,
4721,7.3,123.0,68.0,14.1,
4722,6.6,126.0,69.0,14.7,
4723,6.7,131.0,71.0,12.5,
4724,6.7,136.0,73.0,10.2,
4725,5.4,134.0,70.0,7.1,
4726,4.7,130.0,66.0,6.2,
4727,5.2,124.0,61.0,6.8,
4728,6.0,116.0,58.0,6.2,
4729,6.1,109.0,57.0,5.7,
4730,5.9,102.0,54.0,5.6,
4731,5.0,98.0,53.0,4.6,
4732,7.3,92.0,48.0,8.6,
4733,12.5,85.0,42.0,16.0,
4734,10.3,81.0,38.0,15.3,
4735,9.8,78.0,34.0,17.1,
4736,8.2,89.0,38.0,11.2,
4737,6.0,93.0,40.0,10.9,
4738,6.0,96.0,41.0,10.7,
4739,7.1,98.0,43.0,8.6,
4740,7.8,90.0,40.0,8.3,
4741,8.1,91.0,40.0,8.8,
4742,6.0,88.0,41.0,7.5,
4743,6.3,86.0,40.0,8.2,
4744,6.1,86.0,42.0,9.9,
4745,6.3,92.0,49.0,14.7,
4746,5.5,96.0,52.0,14.4,
4747,5.6,104.0,55.0,14.1,
4748,5.6,109.0,55.0,11.8,
4749,7.2,111.0,51.0,10.7,
4750,7.8,108.0,48.0,10.3,
4751,7.0,105.0,47.0,9.2,
4752,7.2,98.0,45.0,8.2,
4753,6.7,90.0,43.0,7.0,
4754,5.6,86.0,42.0,6.3,
4755,4.6,80.0,39.0,5.4,
4756,4.7,69.0,30.0,7.1,
4757,5.0,66.0,27.0,7.1,
4758,5.2,64.0,27.0,7.8,
4759,5.1,62.0,26.0,9.3,
4760,4.1,60.0,25.0,12.3,
4761,4.4,60.0,26.0,11.6,
4762,5.2,58.0,24.0,12.6,
4763,5.9,57.0,24.0,16.1,
4764,4.7,58.0,24.0,11.4,
4765,4.1,59.0,25.0,12.0,
4766,6.0,61.0,27.0,9.7,
4767,6.8,63.0,28.0,11.9,
4768,6.0,76.0,42.0,10.3,
4769,6.5,80.0,45.0,12.4,
4770,7.7,84.0,47.0,12.0,
4771,5.7,86.0,47.0,11.4,
4772,4.6,76.0,39.0,7.9,
4773,4.4,75.0,36.0,5.4,
4774,4.6,71.0,35.0,5.2,
4775,4.6,72.0,33.0,5.2,
4776,4.6,69.0,32.0,3.9,
4777,4.5,64.0,30.0,3.4,
4778,4.7,60.0,29.0,4.6,
4779,3.6,54.0,26.0,2.9,
4780,4.2,48.0,20.0,3.9,
4781,4.0,48.0,18.0,4.5,
4782,4.4,48.0,16.0,4.9,
4783,4.9,47.0,14.0,5.5,
4784,4.1,48.0,13.0,6.6,
4785,4.1,46.0,13.0,7.3,
4786,4.2,44.0,12.0,7.1,
4787,3.8,42.0,12.0,6.6,
4788,4.5,41.0,11.0,6.3,
4789,5.6,43.0,12.0,7.5,
4790,4.2,44.0,12.0,7.1,
4791,5.5,44.0,13.0,7.6,
4792,7.6,44.0,14.0,10.2,
4793,7.6,44.0,16.0,10.9,
4794,7.9,44.0,16.0,11.5,
4795,4.9,46.0,16.0,7.0,
4796,4.5,46.0,16.0,6.0,
4797,5.4,46.0,16.0,5.5,
4798,5.7,50.0,16.0,6.0,
4799,4.5,48.0,16.0,5.0,
4800,4.0,48.0,16.0,4.1,
4801,3.8,44.0,14.0,4.0,
4802,3.9,39.0,13.0,4.5,
4803,4.0,38.0,12.0,5.1,
4804,3.9,38.0,12.0,6.0,
4805,5.1,40.0,12.0,9.2,
4806,4.1,43.0,12.0,9.8,
4807,4.1,44.0,13.0,10.7,
4808,4.4,44.0,13.0,8.3,
4809,5.4,44.0,13.0,9.8,
4810,6.6,42.0,13.0,14.2,
4811,4.6,41.0,12.0,6.6,
4812,4.5,40.0,11.0,5.1,
4813,4.2,40.0,10.0,6.2,
4814,4.1,40.0,10.0,8.1,
4815,4.4,40.0,9.0,10.5,
4816,5.0,42.0,10.0,12.0,
4817,5.2,44.0,11.0,11.9,
4818,4.9,47.0,13.0,15.6,
4819,4.0,55.0,17.0,10.5,
4820,4.2,59.0,20.0,10.5,
4821,4.2,60.0,24.0,9.1,
4822,4.2,60.0,26.0,9.6,
4823,4.1,60.0,26.0,8.7,
4824,4.1,60.0,27.0,7.8,
4825,4.1,62.0,27.0,8.4,
4826,3.6,64.0,30.0,7.1,
4827,3.5,62.0,29.0,7.3,
4828,4.1,62.0,27.0,14.5,
4829,4.1,62.0,27.0,14.5,
4830,4.1,62.0,27.0,14.5,
4831,4.4,62.0,26.0,16.8,
4832,4.2,62.0,27.0,12.6,
4833,4.4,60.0,27.0,12.4,
4834,4.0,60.0,26.0,10.7,
4835,3.8,58.0,25.0,8.6,
4836,4.1,56.0,25.0,10.2,
4837,3.6,56.0,25.0,10.8,
4838,3.8,54.0,24.0,12.5,
4839,3.8,54.0,24.0,12.5,
4840,3.8,54.0,23.0,13.7,
4841,4.0,54.0,22.0,15.0,
4842,4.4,54.0,23.0,20.5,
4843,4.7,57.0,23.0,22.3,
4844,5.1,60.0,25.0,22.6,
4845,5.1,60.0,25.0,22.6,
4846,6.1,67.0,28.0,17.9,
4847,6.3,72.0,31.0,18.4,
4848,7.1,82.0,36.0,16.3,
4849,6.0,80.0,36.0,14.1,
4850,7.0,78.0,35.0,18.7,
4851,6.2,74.0,35.0,15.0,
4852,5.9,68.0,31.0,16.3,
4853,5.2,70.0,30.0,18.1,
4854,4.7,69.0,30.0,22.7,
4855,4.4,68.0,29.0,23.1,
4856,4.9,68.0,29.0,28.4,
4857,6.5,66.0,31.0,27.8,
4858,7.0,68.0,33.0,22.9,
4859,5.4,70.0,35.0,11.5,
4860,4.5,70.0,35.0,7.7,
4861,4.5,70.0,34.0,6.3,
4862,4.4,70.0,33.0,6.5,
4863,5.1,65.0,29.0,7.9,
4864,7.0,64.0,27.0,9.6,
4865,8.2,62.0,26.0,10.8,
4866,6.1,62.0,25.0,7.9,
4867,6.2,62.0,25.0,9.8,
4868,5.7,61.0,25.0,8.2,
4869,7.1,63.0,26.0,9.6,
4870,7.0,63.0,25.0,7.7,
4871,5.4,62.0,25.0,5.4,
4872,9.1,58.0,23.0,9.3,
4873,5.5,53.0,21.0,5.4,
4874,5.4,48.0,19.0,5.0,
4875,5.5,45.0,18.0,5.4,
4876,6.7,44.0,18.0,7.1,
4877,10.8,44.0,17.0,17.4,
4878,9.4,46.0,17.0,17.2,
4879,6.7,48.0,18.0,18.6,
4880,5.7,49.0,18.0,18.7,
4881,6.6,50.0,18.0,13.4,
4882,6.0,50.0,18.0,11.9,
4883,5.7,50.0,19.0,9.8,
4884,7.2,50.0,19.0,13.3,
4885,5.7,50.0,20.0,13.0,
4886,6.5,50.0,20.0,10.3,
4887,6.0,52.0,20.0,9.1,
4888,5.5,54.0,22.0,9.4,
4889,6.1,54.0,24.0,8.7,
4890,5.7,55.0,24.0,8.7,
4891,5.2,57.0,25.0,7.1,
4892,5.0,56.0,25.0,6.1,
4893,5.5,58.0,25.0,4.5,
4894,7.3,58.0,24.0,6.6,
4895,7.0,57.0,25.0,6.1,
4896,5.7,56.0,26.0,4.5,
4897,5.1,50.0,23.0,2.9,
4898,4.1,46.0,21.0,2.4,
4899,4.1,42.0,18.0,2.3,
4900,4.1,40.0,15.0,2.3,
4901,4.6,40.0,13.0,6.0,
4902,4.4,42.0,12.0,3.9,
4903,4.0,42.0,12.0,3.9,
4904,4.1,42.0,11.0,5.0,
4905,4.4,40.0,11.0,6.7,
4906,4.0,40.0,11.0,6.5,
4907,4.0,40.0,10.0,4.0,
4908,4.0,39.0,9.0,4.6,
4909,4.5,40.0,9.0,5.6,
4910,4.4,38.0,9.0,5.7,
4911,4.4,38.0,9.0,6.2,
4912,4.5,38.0,10.0,7.1,
4913,4.6,39.0,10.0,5.9,
4914,4.9,39.0,10.0,6.6,
4915,5.6,40.0,11.0,7.7,
4916,6.1,42.0,11.0,8.6,
4917,6.1,42.0,11.0,8.6,
4918,5.2,46.0,13.0,5.7,
4919,4.9,46.0,13.0,5.7,
4920,5.1,44.0,14.0,6.7,
4921,4.6,44.0,14.0,7.9,
4922,4.1,42.0,14.0,6.6,
4923,3.3,41.0,14.0,6.0,
4924,3.0,42.0,13.0,5.4,
4925,2.9,42.0,13.0,6.8,
4926,2.9,43.0,12.0,7.1,
4927,2.8,44.0,13.0,6.6,
4928,2.8,45.0,12.0,5.9,
4929,2.8,45.0,12.0,5.5,
4930,2.8,44.0,12.0,3.0,
4931,2.6,42.0,11.0,4.7,
4932,2.8,40.0,11.0,5.5,
4933,2.8,40.0,11.0,5.5,
4934,2.8,40.0,11.0,5.5,
4935,2.5,36.0,10.0,2.9,
4936,3.8,36.0,8.0,4.9,
4937,3.9,34.0,7.0,9.3,
4938,4.4,34.0,6.0,17.0,
4939,4.7,34.0,5.0,15.2,
4940,4.6,34.0,6.0,10.4,
