"PublishTime","SiteName","SO2","CO","PM25","O3","PM10","NO2","NOx","NO"
"2019-12-13 20:00","大肚","2.3","NA","19","40","71","13.7",,
"2019-12-13 20:00","東大","2.4","NA","18","37","51","14.2",,
"2019-12-13 20:00","清水","1.2","NA","14","38","68","11.7",,
"2019-12-13 20:00","龍井","0.0","0.27","15","39","56","7.9",,
"2019-12-13 21:00","交通監測車","NA","NA","19","21","63","NA",,
"2019-12-13 21:00","大里交通測站","0.8","1.06","20","13","59","33.0",,
"2019-12-13 21:00","大里","3.7","0.53","17","14","48","25","26","1.3"
"2019-12-13 21:00","西屯","2.9","0.3","16","20","59","21","23","1.5"
"2019-12-13 21:00","沙鹿","2","0.27","14","26","41","15","16","0.9"
"2019-12-13 21:00","忠明","2.2","0.43","16","19","45","21","22","1.1"
"2019-12-13 21:00","豐原","1.5","0.42","21","8.7","42","22","25","2.7"
"2019-12-13 21:00","文山","2.2","0.47","22","40","54","13.9",,
"2019-12-13 21:00","大甲","2.1","0.54","14","36","49","18.4",,
"2019-12-13 21:00","太平","2.1","0.44","23","27","66","34.3",,
"2019-12-13 21:00","霧峰","1.4","0.44","20","27","56","21.3",,
"2019-12-13 21:00","烏日","0.7","0.25","21","24","73","26.5",,
"2019-12-13 21:00","后里","2.5","0.46","37","29","82","17.0",,
"2019-12-13 21:00","梧棲","1.6","NA","14","36","66","8.8",,
"2019-12-13 21:00","大肚","2.3","NA","17","37","68","17.3",,
"2019-12-13 21:00","東大","3.3","NA","18","33","52","20.8",,
"2019-12-13 21:00","清水","2.0","NA","14","35","68","16.5",,
"2019-12-13 21:00","龍井","0.0","0.28","12","38","52","8.6",,
"2019-12-13 22:00","大里交通測站","0.8","0.81","18","10","54","31.2",,
"2019-12-13 22:00","交通監測車","1.9","1.29","30","16","68","24.1",,
"2019-12-13 22:00","大里","3.6","0.81","16","3.4","43","32","43","11"
"2019-12-13 22:00","西屯","2.6","0.39","21","14","57","20","22","2"
"2019-12-13 22:00","沙鹿","2.4","0.41","20","11","46","25","27","1.7"
"2019-12-13 22:00","忠明","2.2","0.47","21","12","45","25","25","0.8"
"2019-12-13 22:00","豐原","1.2","0.33","17","7.5","26","16","20","3.2"
"2019-12-13 22:00","文山","2.2","0.50","21","35","56","23.2",,
"2019-12-13 22:00","大甲","2.7","0.56","14","32","50","24.8",,
"2019-12-13 22:00","太平","1.9","0.46","23","22","68","20.4",,
"2019-12-13 22:00","霧峰","1.2","0.47","19","21","54","19.1",,
"2019-12-13 22:00","烏日","1.9","0.30","21","20","72","32.8",,
"2019-12-13 22:00","后里","1.1","0.47","52","26","101","12.9",,
"2019-12-13 22:00","梧棲","2.4","NA","14","33","64","17.0",,
"2019-12-13 22:00","大肚","2.3","NA","16","33","66","22.1",,
"2019-12-13 22:00","東大","2.9","NA","19","28","52","31.9",,
"2019-12-13 22:00","清水","2.0","NA","14","31","70","22.5",,
"2019-12-13 22:00","龍井","2.9","0.30","12","34","51","13.7",,
"2019-12-13 23:00","交通監測車","1.6","1.95","39","9","78","31.0",,
"2019-12-13 23:00","大里交通測站","1.1","1.64","25","4","62","30.5",,
"2019-12-13 23:00","大里","3.9","0.9","25","1.3","51","28","41","13"
"2019-12-13 23:00","西屯","2.6","0.4","21","9.6","57","23","25","1.6"
"2019-12-13 23:00","沙鹿","2.8","0.45","24","4.9","41","28","30","2.9"
"2019-12-13 23:00","忠明","2.7","0.68","24","4","51","33","42","9.1"
"2019-12-13 23:00","豐原","1.1","0.34","22","13","33","15","17","2.2"
"2019-12-13 23:00","文山","2.0","0.54","22","30","57","22.4",,
"2019-12-13 23:00","大甲","3.2","0.57","15","27","52","30.8",,
"2019-12-13 23:00","太平","1.5","0.46","23","17","68","14.3",,
"2019-12-13 23:00","霧峰","1.3","0.50","19","16","51","17.2",,
"2019-12-13 23:00","烏日","2.0","0.37","21","15","70","30.0",,
"2019-12-13 23:00","后里","0.9","0.48","50","22","95","20.6",,
"2019-12-13 23:00","梧棲","2.9","NA","14","29","66","22.8",,
"2019-12-13 23:00","大肚","2.0","NA","15","27","66","25.7",,
"2019-12-13 23:00","東大","2.4","NA","20","22","53","32.1",,
"2019-12-13 23:00","清水","1.5","NA","15","26","70","24.9",,
"2019-12-13 23:00","龍井","3.4","0.33","12","30","50","22.7",,
"2019-12-14 00:00","交通監測車","1.4","1.75","43","5","77","35.2",,
"2019-12-14 00:00","大里交通測站","0.8","1.01","21","3","65","25.8",,
"2019-12-14 00:00","大里","4.1","0.95","22","2.5","46","23","48","25"
"2019-12-14 00:00","西屯","2.4","0.41","21","8.4","51","22","23","1.6"
"2019-12-14 00:00","沙鹿","2.8","0.35","23","8.8","44","21","23","1.6"
"2019-12-14 00:00","忠明","2.4","0.77","26","3.5","51","30","51","21"
"2019-12-14 00:00","豐原","0.9","0.34","21","14","31","17","19","2.3"
"2019-12-14 00:00","文山","1.9","0.57","23","25","58","26.0",,
"2019-12-14 00:00","大甲","2.8","0.61","16","22","52","30.8",,
"2019-12-14 00:00","太平","1.2","0.44","22","13","63","19.6",,
"2019-12-14 00:00","霧峰","1.1","0.52","17","6","45","12.3",,
"2019-12-14 00:00","烏日","2.0","0.44","21","11","70","27.8",,
"2019-12-14 00:00","后里","0.9","0.48","49","19","91","16.0",,
"2019-12-14 00:00","梧棲","3.0","NA","15","24","68","27.2",,
"2019-12-14 00:00","大肚","2.2","NA","16","22","67","27.6",,
"2019-12-14 00:00","東大","2.2","NA","22","17","54","32.6",,
"2019-12-14 00:00","清水","1.2","NA","16","21","68","21.7",,
"2019-12-14 00:00","龍井","4.4","0.36","14","26","50","23.3",,
"2019-12-14 01:00","交通監測車","1.3","2.20","41","4","66","33.1",,
"2019-12-14 01:00","大里交通測站","0.7","0.84","21","4","54","23.5",,
"2019-12-14 01:00","大里","3.5","0.87","21","2.7","44","24","49","25"
"2019-12-14 01:00","西屯","1.7","0.43","25","4.5","44","23","27","3.2"
"2019-12-14 01:00","沙鹿","2.3","0.36","19","8.5","34","20","22","1.2"
"2019-12-14 01:00","忠明","2.3","0.77","27","3.6","43","29","46","17"
"2019-12-14 01:00","豐原","0.8","0.32","20","17","27","13","14","1.2"
"2019-12-14 01:00","文山","1.7","0.61","25","20","60","31.0",,
"2019-12-14 01:00","大甲","2.9","0.62","17","19","53","23.1",,
"2019-12-14 01:00","太平","1.2","0.44","10","13","32","19.6",,
"2019-12-14 01:00","霧峰","1.0","0.51","17","3","42","11.2",,
"2019-12-14 01:00","烏日","1.3","0.49","22","8","72","26.1",,
"2019-12-14 01:00","后里","0.9","0.46","43","17","80","13.4",,
"2019-12-14 01:00","梧棲","3.1","NA","17","20","70","28.9",,
"2019-12-14 01:00","大肚","2.3","NA","18","18","68","25.5",,
"2019-12-14 01:00","東大","1.5","NA","24","14","54","25.3",,
"2019-12-14 01:00","清水","1.0","NA","17","16","66","23.1",,
"2019-12-14 01:00","龍井","3.1","0.39","16","21","51","24.2",,
"2019-12-14 02:00","大里交通測站","0.7","0.86","19","3","49","22.6",,
"2019-12-14 02:00","交通監測車","1.1","1.43","33","5","57","25.6",,
"2019-12-14 02:00","大里","0.8","0.63","26","0.7","45","20","26","6.9"
"2019-12-14 02:00","西屯","1.2","0.43","20","5.2","48","21","24","3.3"
"2019-12-14 02:00","沙鹿","3.2","0.36","18","10","42","21","22","1.2"
"2019-12-14 02:00","忠明","2.7","0.43","20","5.8","36","23","26","3.5"
"2019-12-14 02:00","豐原","2.3","0.29","18","22","29","8.5","9.2","0.7"
"2019-12-14 02:00","文山","1.6","0.61","27","16","60","20.4",,
"2019-12-14 02:00","大甲","2.9","0.63","17","15","52","20.8",,
"2019-12-14 02:00","太平","0.9","0.41","10","9","26","13.7",,
"2019-12-14 02:00","霧峰","0.9","0.44","16","2","40","12.1",,
"2019-12-14 02:00","烏日","2.2","0.53","23","6","72","23.4",,
"2019-12-14 02:00","后里","0.7","0.44","31","16","60","8.8",,
"2019-12-14 02:00","梧棲","3.0","NA","18","17","70","25.4",,
"2019-12-14 02:00","大肚","2.6","NA","20","14","66","22.0",,
"2019-12-14 02:00","東大","3.9","NA","24","11","53","25.8",,
"2019-12-14 02:00","清水","1.3","NA","18","13","62","21.9",,
"2019-12-14 02:00","龍井","3.6","0.41","19","18","52","23.3",,
"2019-12-14 03:00","大里交通測站","0.7","0.83","25","4","54","20.9",,
"2019-12-14 03:00","交通監測車","0.9","0.97","19","8","47","25.4",,
"2019-12-14 03:00","大里","2.5","0.55","24","1.4","40","17","22","5.1"
"2019-12-14 03:00","西屯","2.1","0.43","20","3.8","43","24","35","11"
"2019-12-14 03:00","沙鹿","2.6","0.35","19","8.8","34","19","20","1.1"
"2019-12-14 03:00","忠明","2.8","0.59","28","3.5","37","25","37","12"
"2019-12-14 03:00","豐原","2.3","0.27","19","22","24","8.7","9.8","1.1"
"2019-12-14 03:00","文山","1.6","0.61","26","14","57","19.0",,
"2019-12-14 03:00","大甲","2.1","0.62","17","12","51","11.4",,
"2019-12-14 03:00","太平","0.8","0.42","9","7","22","12.6",,
"2019-12-14 03:00","霧峰","1.2","0.34","16","1","39","12.0",,
"2019-12-14 03:00","烏日","1.9","0.55","24","5","73","19.4",,
"2019-12-14 03:00","后里","0.7","0.44","31","16","60","8.8",,
"2019-12-14 03:00","梧棲","2.9","NA","19","13","70","21.8",,
"2019-12-14 03:00","大肚","2.8","NA","22","11","64","22.9",,
"2019-12-14 03:00","東大","2.6","NA","23","9","51","24.9",,
"2019-12-14 03:00","清水","1.1","NA","18","10","58","17.1",,
"2019-12-14 03:00","龍井","2.6","0.43","20","19","52","6.5",,
"2019-12-14 04:00","交通監測車","1.2","0.76","36","4","54","34.6",,
"2019-12-14 04:00","大里交通測站","0.7","0.84","29","5","58","18.1",,
"2019-12-14 04:00","大里","2.6","0.52","24","0.7","38","17","23","6.3"
"2019-12-14 04:00","西屯","1.4","0.52","26","3.1","47","23","56","34"
"2019-12-14 04:00","沙鹿","1.9","0.35","18","7.5","32","19","20","1.2"
"2019-12-14 04:00","忠明","2.8","0.67","26","3.5","40","22","38","16"
"2019-12-14 04:00","豐原","2.3","0.22","18","21","26","8.6","9.3","0.7"
"2019-12-14 04:00","文山","1.8","0.60","26","10","55","17.9",,
"2019-12-14 04:00","大甲","2.1","0.60","17","10","48","10.9",,
"2019-12-14 04:00","太平","0.0","0.42","9","8","20","8.9",,
"2019-12-14 04:00","霧峰","0.0","0.29","17","1","38","9.6",,
"2019-12-14 04:00","烏日","1.6","0.56","24","3","71","18.6",,
"2019-12-14 04:00","后里","0.7","0.44","11","16","20","8.8",,
"2019-12-14 04:00","梧棲","2.9","NA","19","10","69","20.1",,
"2019-12-14 04:00","大肚","2.8","NA","24","7","65","19.8",,
"2019-12-14 04:00","東大","2.4","NA","23","6","50","26.7",,
"2019-12-14 04:00","清水","0.7","NA","16","8","55","13.1",,
"2019-12-14 04:00","龍井","2.5","0.45","20","15","54","22.9",,
"2019-12-14 05:00","交通監測車","0.9","0.82","39","5","50","33.7",,
"2019-12-14 05:00","大里交通測站","0.5","0.72","22","5","48","16.9",,
"2019-12-14 05:00","大里","2.5","0.56","18","0.5","35","15","26","10"
"2019-12-14 05:00","西屯","1.5","0.55","19","3.2","40","19","38","19"
"2019-12-14 05:00","沙鹿","2","0.4","22","3","26","21","24","2.7"
"2019-12-14 05:00","忠明","2.6","0.61","25","3.4","36","19","35","16"
"2019-12-14 05:00","豐原","2.1","0.21","13","20","19","7.5","8.3","0.8"
"2019-12-14 05:00","文山","0.0","0.61","25","7","52","0.0",,
"2019-12-14 05:00","大甲","3.1","0.62","17","8","44","20.6",,
"2019-12-14 05:00","太平","0.0","0.37","10","9","19","8.2",,
"2019-12-14 05:00","霧峰","1.0","0.23","17","2","37","5.8",,
"2019-12-14 05:00","烏日","0.6","0.56","24","2","68","18.3",,
"2019-12-14 05:00","后里","0.7","0.44","11","16","20","8.8",,
"2019-12-14 05:00","梧棲","2.7","NA","19","7","68","15.5",,
"2019-12-14 05:00","大肚","2.4","NA","24","5","64","19.5",,
"2019-12-14 05:00","東大","2.2","NA","24","4","50","23.6",,
"2019-12-14 05:00","清水","0.7","NA","16","7","50","12.3",,
"2019-12-14 05:00","龍井","0.7","0.48","20","12","52","19.7",,
"2019-12-14 06:00","大里交通測站","0.3","0.60","21","10","40","16.6",,
"2019-12-14 06:00","交通監測車","0.5","0.94","37","4","53","23.4",,
"2019-12-14 06:00","大里","2.4","0.54","19","1.8","31","15","25","9.7"
"2019-12-14 06:00","西屯","2.1","0.67","26","3.5","44","19","62","43"
"2019-12-14 06:00","沙鹿","2.3","0.52","24","1.7","42","30","41","11"
"2019-12-14 06:00","忠明","2.7","0.6","24","3.7","41","21","47","26"
"2019-12-14 06:00","豐原","2","0.2","13","19","15","6.6","7.9","1.3"
"2019-12-14 06:00","文山","1.2","0.60","24","6","50","14.7",,
"2019-12-14 06:00","大甲","2.8","0.61","16","8","43","17.5",,
"2019-12-14 06:00","太平","0.0","0.31","9","9","18","6.9",,
"2019-12-14 06:00","霧峰","0.9","0.20","17","3","35","5.8",,
"2019-12-14 06:00","烏日","1.1","0.52","23","2","65","17.5",,
"2019-12-14 06:00","后里","0.7","0.44","11","16","20","8.8",,
"2019-12-14 06:00","梧棲","2.5","NA","19","6","64","17.2",,
"2019-12-14 06:00","大肚","2.6","NA","24","4","64","19.5",,
"2019-12-14 06:00","東大","2.2","NA","25","3","50","19.2",,
"2019-12-14 06:00","清水","0.7","NA","15","7","50","13.6",,
"2019-12-14 06:00","龍井","0.7","0.50","20","10","50","19.9",,
"2019-12-14 07:00","交通監測車","0.7","1.10","42","4","65","21.8",,
"2019-12-14 07:00","大里交通測站","0.5","0.62","16","8","34","17.7",,
"2019-12-14 07:00","大里","3","0.74","22","0.6","30","18","43","25"
"2019-12-14 07:00","西屯","1.9","0.73","27","3.7","45","18","61","43"
"2019-12-14 07:00","沙鹿","2.9","0.69","28","1.9","39","28","54","25"
"2019-12-14 07:00","忠明","2.8","0.61","24","3.6","41","21","51","29"
"2019-12-14 07:00","豐原","2","0.23","9","18","16","8.7","10","1.5"
"2019-12-14 07:00","文山","1.3","0.60","25","5","49","16.7",,
"2019-12-14 07:00","大甲","1.9","0.60","16","8","41","18.9",,
"2019-12-14 07:00","太平","0.0","0.30","19","9","40","7.6",,
"2019-12-14 07:00","霧峰","0.9","0.19","16","3","32","6.5",,
"2019-12-14 07:00","烏日","0.9","0.47","23","2","62","18.4",,
"2019-12-14 07:00","后里","1.1","0.34","25","13","42","16.9",,
"2019-12-14 07:00","梧棲","2.5","NA","18","6","60","19.1",,
"2019-12-14 07:00","大肚","3.1","NA","24","3","65","21.8",,
"2019-12-14 07:00","東大","2.2","NA","26","3","50","21.9",,
"2019-12-14 07:00","清水","0.6","NA","15","7","44","23.2",,
"2019-12-14 07:00","龍井","0.0","0.52","20","9","50","19.1",,
"2019-12-14 08:00","交通監測車","1.2","1.60","37","4","56","24.2",,
"2019-12-14 08:00","大里交通測站","0.5","0.96","21","5","41","20.7",,
"2019-12-14 08:00","大里","3.2","0.88","29","1.5","42","18","58","40"
"2019-12-14 08:00","西屯","2.4","1.01","28","4.7","53","23","80","57"
"2019-12-14 08:00","沙鹿","4","0.96","31","3.5","50","34","85","52"
"2019-12-14 08:00","忠明","3.4","0.84","31","4.7","42","26","84","58"
"2019-12-14 08:00","豐原","2.2","0.42","7","16","10","10","15","4.3"
"2019-12-14 08:00","文山","1.8","0.61","26","5","48","19.2",,
"2019-12-14 08:00","大甲","2.8","0.63","15","9","40","27.6",,
"2019-12-14 08:00","太平","0.0","0.31","18","10","36","10.2",,
"2019-12-14 08:00","霧峰","1.2","0.25","15","3","30","13.2",,
"2019-12-14 08:00","烏日","1.5","0.44","23","2","60","19.2",,
"2019-12-14 08:00","后里","1.3","0.37","25","13","41","17.8",,
"2019-12-14 08:00","梧棲","3.1","NA","18","6","58","23.5",,
"2019-12-14 08:00","大肚","3.6","NA","26","3","67","24.0",,
"2019-12-14 08:00","東大","2.8","NA","27","4","50","28.9",,
"2019-12-14 08:00","清水","1.2","NA","16","7","42","22.8",,
"2019-12-14 08:00","龍井","1.0","0.55","21","9","50","23.3",,
"2019-12-14 09:00","大里交通測站","1.3","1.63","30","4","55","20.9",,
"2019-12-14 09:00","交通監測車","1.5","1.98","26","5","61","33.7",,
"2019-12-14 09:00","大里","3.6","1.04","24","5.8","47","28","59","32"
"2019-12-14 09:00","西屯","2.4","0.8","25","7.2","53","35","88","53"
"2019-12-14 09:00","沙鹿","4.1","0.73","30","12","45","31","53","22"
"2019-12-14 09:00","忠明","3.3","0.84","27","11","36","31","62","31"
"2019-12-14 09:00","豐原",,,,,,,,
"2019-12-14 09:00","文山","2.6","0.65","27","6","50","33.1",,
"2019-12-14 09:00","大甲","3.6","0.66","16","10","40","21.8",,
"2019-12-14 09:00","太平","1.4","0.40","17","10","31","24.9",,
"2019-12-14 09:00","霧峰","1.1","0.30","14","4","28","16.5",,
"2019-12-14 09:00","烏日","1.5","0.44","23","3","62","27.0",,
"2019-12-14 09:00","后里","2.1","0.44","23","13","38","22.8",,
"2019-12-14 09:00","梧棲","3.1","NA","17","7","59","19.9",,
"2019-12-14 09:00","大肚","3.3","NA","28","4","68","26.9",,
"2019-12-14 09:00","東大","3.2","NA","28","4","50","38.7",,
"2019-12-14 09:00","清水","1.7","NA","17","8","46","20.6",,
"2019-12-14 09:00","龍井","3.1","0.56","23","4","52","26.5",,
"2019-12-14 10:00","大里交通測站","1.2","1.17","27","10","51","27.6",,
"2019-12-14 10:00","交通監測車","1.6","1.34","38","11","71","34.3",,
"2019-12-14 10:00","大里","2.9","0.88","23","21","47","34","48","15"
"2019-12-14 10:00","西屯","2.1","0.55","21","17","45","32","56","24"
"2019-12-14 10:00","沙鹿","3.3","0.5","19","23","32","22","31","8.8"
"2019-12-14 10:00","忠明","2.9","0.6","19","23","35","27","42","15"
"2019-12-14 10:00","豐原",,,,,,,,
"2019-12-14 10:00","文山","2.5","0.70","29","6","53","39.9",,
"2019-12-14 10:00","大甲","3.8","0.65","16","11","38","16.5",,
"2019-12-14 10:00","太平","1.4","0.40","17","10","31","24.9",,
"2019-12-14 10:00","霧峰","0.9","0.36","15","7","30","15.2",,
"2019-12-14 10:00","烏日","1.5","0.44","23","3","62","27.0",,
"2019-12-14 10:00","后里","1.5","0.46","20","13","35","17.8",,
"2019-12-14 10:00","梧棲","2.9","NA","18","8","60","15.3",,
"2019-12-14 10:00","大肚","3.1","NA","31","5","72","35.8",,
"2019-12-14 10:00","東大","3.1","NA","30","6","51","18.8",,
"2019-12-14 10:00","清水","1.3","NA","19","10","46","13.3",,
"2019-12-14 10:00","龍井","4.4","0.54","25","6","56","19.4",,
"2019-12-14 11:00","交通監測車","1.9","1.02","40","15","65","32.1",,
"2019-12-14 11:00","大里交通測站","0.8","0.95","26","20","50","35.0",,
"2019-12-14 11:00","大里","2.9","0.83","34","46","54","32","39","7.2"
"2019-12-14 11:00","西屯","2.1","0.37","20","35","37","22","31","9.2"
"2019-12-14 11:00","沙鹿","3.3","0.38","19","33","34","16","22","5.5"
"2019-12-14 11:00","忠明","2.9","0.48","17","32","32","24","34","9.9"
"2019-12-14 11:00","豐原","2.8","0.3","12","43","23","11","14","3.1"
"2019-12-14 11:00","文山","2.6","0.69","31","10","56","22.8",,
"2019-12-14 11:00","大甲","2.7","0.67","17","14","39","17.4",,
"2019-12-14 11:00","太平","1.6","0.43","18","11","34","31.1",,
"2019-12-14 11:00","霧峰","1.2","0.42","15","12","32","18.1",,
"2019-12-14 11:00","烏日","1.6","0.46","26","9","69","37.9",,
"2019-12-14 11:00","后里","1.1","0.45","19","15","35","9.3",,
"2019-12-14 11:00","梧棲","3.2","NA","18","11","60","15.5",,
"2019-12-14 11:00","大肚","1.5","NA","34","8","76","27.3",,
"2019-12-14 11:00","東大","2.7","NA","30","10","49","19.7",,
"2019-12-14 11:00","清水","1.7","NA","18","13","46","15.9",,
"2019-12-14 11:00","龍井","5.0","0.53","24","8","57","19.2",,
"2019-12-14 12:00","大里交通測站","0.9","0.96","33","41","66","36.7",,
"2019-12-14 12:00","交通監測車","2.5","0.66","21","23","52","31.2",,
"2019-12-14 12:00","大里","2.7","0.64","21","60","43","23","28","5.4"
"2019-12-14 12:00","西屯","1.7","0.28","18","55","32","12","15","2.9"
"2019-12-14 12:00","沙鹿","3.3","0.35","20","40","46","15","18","3.9"
"2019-12-14 12:00","忠明","2.4","0.35","19","46","32","20","26","6.1"
"2019-12-14 12:00","豐原","2.4","0.29","12","50","20","8.4","11","2.7"
